id,language,is_tts,group_key
BRX_F_FEAR_00105,Bodo,1,BRX_F
DOI_M_ANGER_00311,Dogri,1,DOI_M
NEP_F_SURPRISE_00188,Nepali,1,NEP_F
BRX_F_BOOK_00433,Bodo,0,BRX_F
NEP_F_DISGUST_00130,Nepali,0,NEP_F
DOI_M_ANGER_00291,Dogri,0,DOI_M
text3138,Odia,1,text3138
MAL_F_NEWS_00434,Malayalam,0,MAL_F
BRX_F_DIGI_00119,Bodo,1,BRX_F
DOI_M_BB_00075,Dogri,1,DOI_M
SAN_M_DISGUST_00319,Sanskrit,1,SAN_M
MAR_F_ANGER_00413,Marathi,0,MAR_F
DOI_M_BOOK_00404,Dogri,1,DOI_M
DOI_M_DIGI_00121,Dogri,0,DOI_M
text4666,Odia,1,text4666
NEP_F_NAMES_02366,Nepali,0,NEP_F
NEP_F_DISGUST_00181,Nepali,0,NEP_F
NEP_F_NEWS_00085,Nepali,0,NEP_F
text1256,Odia,1,text1256
NEP_F_SURPRISE_00428,Nepali,1,NEP_F
train_gujaratifemale_01090,Gujarati,0,train_gujaratifemale
BEN_M_SURPRISE_00383,Bengali,1,BEN_M
NEP_F_SAD_00237,Nepali,0,NEP_F
BRX_F_HAPPY_00179,Bodo,1,BRX_F
MAR_F_INDIC_00214,Marathi,1,MAR_F
text2885,Odia,1,text2885
text0923,Odia,1,text0923
BRX_F_ANGER_00254,Bodo,0,BRX_F
DOI_M_DISGUST_00355,Dogri,1,DOI_M
DOI_M_FEAR_00097,Dogri,0,DOI_M
MAL_F_SAD_00469,Malayalam,1,MAL_F
ASM_F_CONV_01714,Assamese,1,ASM_F
text0866,Odia,1,text0866
MAL_F_NAMES_00619,Malayalam,1,MAL_F
SAN_M_FEAR_00028,Sanskrit,1,SAN_M
MAL_F_SURPRISE_00360,Malayalam,1,MAL_F
en_m_lj_LJ031-0221,English,0,en_m
train_manipurimale_02835,Manipuri,0,train_manipurimale
DOI_M_CONV_00097,Dogri,0,DOI_M
train_gujaratifemale_00765,Gujarati,1,train_gujaratifemale
DOI_M_FEAR_00495,Dogri,1,DOI_M
DOI_M_WIKI_01292,Dogri,0,DOI_M
NEP_F_CONV_02807,Nepali,0,NEP_F
BEN_M_FEAR_00174,Bengali,1,BEN_M
text0793,Odia,0,text0793
MAR_F_CONV_00926,Marathi,1,MAR_F
text0484,Odia,1,text0484
NEP_F_NEWS_00044,Nepali,1,NEP_F
en_m_EN_W_7184,English,0,en_m
MAR_F_DISGUST_00444,Marathi,1,MAR_F
DOI_M_BOOK_00364,Dogri,1,DOI_M
KAN_M_ALEXA_00346,Kannada,0,KAN_M
ASM_F_NEWS_00668,Assamese,0,ASM_F
MAL_F_SURPRISE_00095,Malayalam,0,MAL_F
SAN_M_DISGUST_00339,Sanskrit,0,SAN_M
MAR_F_CONV_02185,Marathi,0,MAR_F
NEP_F_NEWS_00579,Nepali,1,NEP_F
DOI_M_ANGER_00306,Dogri,1,DOI_M
BEN_M_HAPPY_00211,Bengali,1,BEN_M
en_m_EN_P_4092,English,1,en_m
BEN_M_WIKI_00635,Bengali,1,BEN_M
train_manipurimale_03088,Manipuri,0,train_manipurimale
text4250,Odia,1,text4250
BEN_M_SANGRAH_00762,Bengali,1,BEN_M
NEP_F_NAMES_01302,Nepali,0,NEP_F
SAN_M_BOOK_00442,Sanskrit,0,SAN_M
NEP_F_CONV_02388,Nepali,1,NEP_F
en_m_EN_E_4528,English,1,en_m
text4950,Odia,1,text4950
ASM_F_SURPRISE_00433,Assamese,1,ASM_F
DOI_M_DISGUST_00372,Dogri,1,DOI_M
NEP_F_CONV_01846,Nepali,0,NEP_F
text2960,Odia,0,text2960
BEN_M_HAPPY_00289,Bengali,1,BEN_M
en_m_EN_A_3692,English,1,en_m
BRX_F_BB_00090,Bodo,0,BRX_F
NEP_F_HAPPY_00436,Nepali,0,NEP_F
NEP_F_SAD_00274,Nepali,1,NEP_F
train_gujaratifemale_01632,Gujarati,1,train_gujaratifemale
MAR_F_ANGER_00108,Marathi,1,MAR_F
BRX_F_CONV_00043,Bodo,1,BRX_F
DOI_M_BOOK_00851,Dogri,0,DOI_M
train_manipurimale_08977,Manipuri,1,train_manipurimale
train_gujaratifemale_00953,Gujarati,0,train_gujaratifemale
KAN_M_FEAR_00119,Kannada,1,KAN_M
text1049,Odia,0,text1049
ASM_F_UMANG_00017,Assamese,1,ASM_F
en_m_EN_O_1813,English,0,en_m
text4224,Odia,0,text4224
DOI_M_CONV_01555,Dogri,1,DOI_M
MAL_F_SURPRISE_00174,Malayalam,1,MAL_F
text4114,Odia,0,text4114
KAN_M_DISGUST_00334,Kannada,1,KAN_M
te_f_books_socialscience_00514,Telugu,1,te_f
MAL_F_WIKI_02532,Malayalam,0,MAL_F
ASM_F_WIKI_01676,Assamese,0,ASM_F
text5525,Odia,1,text5525
MAL_F_NEWS_00624,Malayalam,1,MAL_F
NEP_F_SAD_00293,Nepali,1,NEP_F
te_f_politics_01413,Telugu,0,te_f
SAN_M_ALEXA_00101,Sanskrit,0,SAN_M
KAN_M_FEAR_00375,Kannada,1,KAN_M
DOI_M_DIGI_00187,Dogri,1,DOI_M
text5348,Odia,1,text5348
DOI_M_ALEXA_00260,Dogri,1,DOI_M
DOI_M_CONV_00951,Dogri,1,DOI_M
NEP_F_WIKI_01097,Nepali,1,NEP_F
train_manipurimale_05406,Manipuri,1,train_manipurimale
en_m_EN_E_1415,English,0,en_m
DOI_M_ANGER_00018,Dogri,1,DOI_M
MAL_F_BOOK_00978,Malayalam,1,MAL_F
DOI_M_CONV_01121,Dogri,0,DOI_M
BRX_F_UMANG_00065,Bodo,0,BRX_F
text3536,Odia,0,text3536
DOI_M_CONV_00883,Dogri,0,DOI_M
NEP_F_BOOK_00420,Nepali,1,NEP_F
MAR_F_BOOK_00705,Marathi,0,MAR_F
en_m_lj_LJ011-0049,English,1,en_m
text4979,Odia,1,text4979
train_gujaratifemale_01023,Gujarati,0,train_gujaratifemale
DOI_M_BOOK_00830,Dogri,1,DOI_M
text5867,Odia,0,text5867
ASM_F_NAMES_00241,Assamese,0,ASM_F
te_f_books_socialscience_00437,Telugu,0,te_f
ASM_F_CONV_02915,Assamese,1,ASM_F
SAN_M_CONV_01689,Sanskrit,0,SAN_M
en_m_lj_LJ018-0339,English,0,en_m
NEP_F_HAPPY_00372,Nepali,0,NEP_F
train_manipurimale_07633,Manipuri,0,train_manipurimale
train_manipurimale_04973,Manipuri,1,train_manipurimale
te_f_books_socialscience_04700,Telugu,0,te_f
text0950,Odia,0,text0950
train_gujaratifemale_02191,Gujarati,1,train_gujaratifemale
text4206,Odia,1,text4206
DOI_M_DIGI_00026,Dogri,1,DOI_M
train_gujaratifemale_00688,Gujarati,0,train_gujaratifemale
BRX_F_FEAR_00035,Bodo,1,BRX_F
en_m_EN_O_2253,English,1,en_m
BEN_M_INDIC_00098,Bengali,1,BEN_M
NEP_F_FEAR_00014,Nepali,1,NEP_F
KAN_M_NEWS_00305,Kannada,1,KAN_M
KAN_M_NEWS_00455,Kannada,1,KAN_M
text3445,Odia,1,text3445
BEN_M_CONV_02622,Bengali,0,BEN_M
MAL_F_BOOK_00136,Malayalam,0,MAL_F
te_f_books_socialscience_00458,Telugu,0,te_f
NEP_F_SAD_00146,Nepali,1,NEP_F
BEN_M_SURPRISE_00106,Bengali,1,BEN_M
text5436,Odia,1,text5436
BRX_F_ALEXA_00192,Bodo,0,BRX_F
DOI_M_HAPPY_00158,Dogri,1,DOI_M
MAL_F_NAMES_01665,Malayalam,0,MAL_F
MAR_F_DISGUST_00213,Marathi,0,MAR_F
NEP_F_FEAR_00530,Nepali,1,NEP_F
te_f_general_01695,Telugu,1,te_f
DOI_M_ANGER_00496,Dogri,0,DOI_M
BRX_F_INDIC_00315,Bodo,1,BRX_F
text2169,Odia,0,text2169
BRX_F_BB_00015,Bodo,1,BRX_F
train_manipurimale_03095,Manipuri,0,train_manipurimale
NEP_F_SAD_00181,Nepali,0,NEP_F
SAN_M_ALEXA_00152,Sanskrit,0,SAN_M
MAL_F_BOOK_01009,Malayalam,0,MAL_F
text4899,Odia,0,text4899
SAN_M_ANGER_00118,Sanskrit,1,SAN_M
en_m_EN_H_1670,English,0,en_m
ASM_F_SAD_00300,Assamese,0,ASM_F
DOI_M_HAPPY_00182,Dogri,0,DOI_M
BRX_F_BB_00156,Bodo,0,BRX_F
MAL_F_WIKI_00377,Malayalam,1,MAL_F
BRX_F_FEAR_00077,Bodo,0,BRX_F
train_manipurimale_08823,Manipuri,0,train_manipurimale
NEP_F_SURPRISE_00156,Nepali,1,NEP_F
te_f_other_00229,Telugu,0,te_f
SAN_M_UMANG_00070,Sanskrit,1,SAN_M
text3409,Odia,0,text3409
BEN_M_ANGER_00456,Bengali,1,BEN_M
train_manipurimale_00253,Manipuri,1,train_manipurimale
DOI_M_HAPPY_00624,Dogri,0,DOI_M
train_manipurimale_04972,Manipuri,0,train_manipurimale
en_m_lj_LJ028-0392,English,0,en_m
train_gujaratifemale_01969,Gujarati,0,train_gujaratifemale
NEP_F_BOOK_01204,Nepali,0,NEP_F
SAN_M_FEAR_00282,Sanskrit,0,SAN_M
te_f_agri_00668,Telugu,0,te_f
SAN_M_HAPPY_00132,Sanskrit,0,SAN_M
KAN_M_DISGUST_00006,Kannada,0,KAN_M
SAN_M_WIKI_00278,Sanskrit,1,SAN_M
BEN_M_SURPRISE_00534,Bengali,0,BEN_M
KAN_M_FEAR_00487,Kannada,1,KAN_M
text1394,Odia,1,text1394
train_manipurimale_08061,Manipuri,0,train_manipurimale
text1643,Odia,0,text1643
SAN_M_HAPPY_00343,Sanskrit,0,SAN_M
ASM_F_FEAR_00392,Assamese,1,ASM_F
SAN_M_HAPPY_00213,Sanskrit,0,SAN_M
NEP_F_HAPPY_00006,Nepali,0,NEP_F
BRX_F_HAPPY_00390,Bodo,0,BRX_F
SAN_M_DISGUST_00226,Sanskrit,0,SAN_M
NEP_F_UMANG_00056,Nepali,0,NEP_F
BEN_M_SANGRAH_00062,Bengali,0,BEN_M
train_gujaratifemale_01216,Gujarati,1,train_gujaratifemale
text0716,Odia,1,text0716
SAN_M_WIKI_00661,Sanskrit,1,SAN_M
text5150,Odia,1,text5150
text1884,Odia,1,text1884
MAR_F_UMANG_00093,Marathi,0,MAR_F
en_m_EN_W_717,English,1,en_m
NEP_F_BOOK_01062,Nepali,0,NEP_F
text1035,Odia,1,text1035
te_f_health_00528,Telugu,1,te_f
en_m_lj_LJ031-0103,English,0,en_m
SAN_M_ANGER_00319,Sanskrit,1,SAN_M
NEP_F_BOOK_01122,Nepali,1,NEP_F
ASM_F_SURPRISE_00298,Assamese,0,ASM_F
MAR_F_HAPPY_00108,Marathi,0,MAR_F
text0469,Odia,1,text0469
KAN_M_SURPRISE_00017,Kannada,1,KAN_M
ASM_F_SURPRISE_00162,Assamese,1,ASM_F
ASM_F_WIKI_02565,Assamese,1,ASM_F
SAN_M_DISGUST_00047,Sanskrit,1,SAN_M
train_manipurimale_07598,Manipuri,0,train_manipurimale
KAN_M_CONV_01703,Kannada,1,KAN_M
BEN_M_HAPPY_00034,Bengali,0,BEN_M
DOI_M_FEAR_00047,Dogri,1,DOI_M
SAN_M_BOOK_00492,Sanskrit,1,SAN_M
NEP_F_ALEXA_00121,Nepali,1,NEP_F
text5551,Odia,0,text5551
BRX_F_BB_00149,Bodo,0,BRX_F
text0240,Odia,1,text0240
BEN_M_DISGUST_00350,Bengali,1,BEN_M
train_manipurimale_00681,Manipuri,0,train_manipurimale
train_manipurimale_01702,Manipuri,0,train_manipurimale
NEP_F_UMANG_00070,Nepali,0,NEP_F
ASM_F_FEAR_00370,Assamese,0,ASM_F
train_gujaratifemale_01283,Gujarati,0,train_gujaratifemale
BRX_F_BOOK_00690,Bodo,0,BRX_F
MAR_F_ALEXA_00297,Marathi,0,MAR_F
SAN_M_ANGER_00301,Sanskrit,1,SAN_M
BEN_M_INDIC_00124,Bengali,0,BEN_M
ASM_F_HAPPY_00280,Assamese,0,ASM_F
train_gujaratifemale_02011,Gujarati,1,train_gujaratifemale
SAN_M_FEAR_00157,Sanskrit,0,SAN_M
SAN_M_ALEXA_00219,Sanskrit,1,SAN_M
en_m_libri_39-121914-0001,English,1,en_m
BEN_M_FEAR_00305,Bengali,0,BEN_M
text5219,Odia,1,text5219
KAN_M_WIKI_00567,Kannada,0,KAN_M
NEP_F_HAPPY_00465,Nepali,0,NEP_F
NEP_F_NEWS_00692,Nepali,0,NEP_F
en_m_EN_P_6219,English,1,en_m
NEP_F_HAPPY_00399,Nepali,1,NEP_F
train_manipurimale_09576,Manipuri,0,train_manipurimale
en_m_EN_W_5,English,0,en_m
BRX_F_DIGI_00011,Bodo,1,BRX_F
en_m_EN_E_6163,English,0,en_m
en_m_EN_A_7008,English,0,en_m
NEP_F_NAMES_02680,Nepali,1,NEP_F
BEN_M_UMANG_00255,Bengali,0,BEN_M
train_gujaratifemale_02248,Gujarati,0,train_gujaratifemale
en_m_EN_H_1939,English,1,en_m
en_m_EN_E_2743,English,0,en_m
text0099,Odia,0,text0099
SAN_M_CONV_01729,Sanskrit,1,SAN_M
NEP_F_SURPRISE_00522,Nepali,0,NEP_F
MAL_F_BOOK_00849,Malayalam,1,MAL_F
MAL_F_NAMES_00877,Malayalam,0,MAL_F
te_f_weather_02682,Telugu,1,te_f
ASM_F_SAD_00130,Assamese,1,ASM_F
MAR_F_BOOK_00621,Marathi,1,MAR_F
text4819,Odia,1,text4819
te_f_agri_02903,Telugu,1,te_f
MAR_F_INDIC_00104,Marathi,1,MAR_F
en_m_EN_H_554,English,1,en_m
train_gujaratifemale_02377,Gujarati,0,train_gujaratifemale
en_m_EN_O_3523,English,1,en_m
train_manipurimale_04875,Manipuri,0,train_manipurimale
te_f_books_socialscience_02478,Telugu,0,te_f
MAL_F_SURPRISE_00164,Malayalam,0,MAL_F
BEN_M_CONV_02846,Bengali,1,BEN_M
MAL_F_NEWS_01170,Malayalam,1,MAL_F
train_gujaratifemale_01715,Gujarati,0,train_gujaratifemale
MAL_F_SAD_00114,Malayalam,0,MAL_F
SAN_M_DISGUST_00148,Sanskrit,1,SAN_M
NEP_F_SURPRISE_00171,Nepali,0,NEP_F
SAN_M_DISGUST_00299,Sanskrit,0,SAN_M
BEN_M_UMANG_00376,Bengali,0,BEN_M
NEP_F_CONV_01401,Nepali,0,NEP_F
en_m_EN_H_3050,English,0,en_m
DOI_M_CONV_01412,Dogri,0,DOI_M
BRX_F_HAPPY_00356,Bodo,1,BRX_F
text3569,Odia,0,text3569
KAN_M_ANGER_00216,Kannada,1,KAN_M
train_manipurimale_06923,Manipuri,0,train_manipurimale
BRX_F_FEAR_00004,Bodo,0,BRX_F
train_manipurimale_00114,Manipuri,1,train_manipurimale
te_f_politics_01531,Telugu,0,te_f
train_gujaratifemale_01299,Gujarati,0,train_gujaratifemale
BRX_F_CONV_01341,Bodo,0,BRX_F
text0262,Odia,0,text0262
train_manipurimale_04477,Manipuri,1,train_manipurimale
BRX_F_DIGI_00091,Bodo,1,BRX_F
DOI_M_BB_00190,Dogri,0,DOI_M
en_m_EN_P_43,English,1,en_m
text2849,Odia,0,text2849
MAR_F_CONV_01866,Marathi,0,MAR_F
train_manipurimale_08519,Manipuri,0,train_manipurimale
train_manipurimale_01499,Manipuri,0,train_manipurimale
en_m_EN_W_3538,English,1,en_m
BRX_F_ALEXA_00162,Bodo,1,BRX_F
MAL_F_WIKI_02331,Malayalam,0,MAL_F
DOI_M_ANGER_00127,Dogri,0,DOI_M
en_m_EN_A_2537,English,1,en_m
MAL_F_SURPRISE_00365,Malayalam,0,MAL_F
text4520,Odia,0,text4520
ASM_F_INDIC_00233,Assamese,0,ASM_F
DOI_M_FEAR_00079,Dogri,1,DOI_M
KAN_M_NEWS_00208,Kannada,1,KAN_M
BEN_M_ANGER_00529,Bengali,0,BEN_M
ASM_F_CONV_01668,Assamese,0,ASM_F
DOI_M_BOOK_01474,Dogri,1,DOI_M
ASM_F_SURPRISE_00138,Assamese,0,ASM_F
text5677,Odia,1,text5677
BRX_F_WIKI_01214,Bodo,0,BRX_F
BEN_M_ALEXA_00217,Bengali,1,BEN_M
BRX_F_ANGER_00198,Bodo,1,BRX_F
train_gujaratifemale_02190,Gujarati,1,train_gujaratifemale
SAN_M_ALEXA_00169,Sanskrit,0,SAN_M
text0045,Odia,0,text0045
MAL_F_SAD_00458,Malayalam,0,MAL_F
BEN_M_ANGER_00129,Bengali,0,BEN_M
ASM_F_SAD_00083,Assamese,0,ASM_F
train_gujaratifemale_01984,Gujarati,1,train_gujaratifemale
DOI_M_BOOK_00444,Dogri,1,DOI_M
BEN_M_FEAR_00078,Bengali,1,BEN_M
MAL_F_NEWS_00948,Malayalam,1,MAL_F
te_f_books_socialscience_00962,Telugu,1,te_f
en_m_lj_LJ016-0038,English,0,en_m
MAL_F_WIKI_00156,Malayalam,1,MAL_F
SAN_M_DISGUST_00036,Sanskrit,0,SAN_M
SAN_M_DISGUST_00262,Sanskrit,1,SAN_M
SAN_M_ALEXA_00185,Sanskrit,0,SAN_M
NEP_F_CONV_02619,Nepali,0,NEP_F
KAN_M_DISGUST_00312,Kannada,1,KAN_M
NEP_F_NEWS_00504,Nepali,1,NEP_F
NEP_F_CONV_00528,Nepali,0,NEP_F
BRX_F_BOOK_01008,Bodo,0,BRX_F
ASM_F_ANGER_00225,Assamese,0,ASM_F
KAN_M_INDIC_00179,Kannada,1,KAN_M
train_manipurimale_08430,Manipuri,0,train_manipurimale
DOI_M_BOOK_00664,Dogri,1,DOI_M
NEP_F_SURPRISE_00295,Nepali,0,NEP_F
text4337,Odia,0,text4337
BRX_F_INDIC_00615,Bodo,0,BRX_F
BEN_M_INDIC_00742,Bengali,1,BEN_M
KAN_M_DISGUST_00294,Kannada,1,KAN_M
ASM_F_DISGUST_00452,Assamese,0,ASM_F
train_gujaratifemale_01409,Gujarati,0,train_gujaratifemale
en_m_E_P_1691,English,1,en_m
text3303,Odia,1,text3303
te_f_books_socialscience_00017,Telugu,0,te_f
ASM_F_SAD_00281,Assamese,1,ASM_F
MAR_F_FEAR_00382,Marathi,1,MAR_F
train_manipurimale_00581,Manipuri,1,train_manipurimale
KAN_M_NAMES_01990,Kannada,1,KAN_M
text1704,Odia,1,text1704
MAL_F_INDIC_00529,Malayalam,1,MAL_F
ASM_F_FEAR_00471,Assamese,0,ASM_F
NEP_F_BOOK_01017,Nepali,0,NEP_F
BRX_F_ANGER_00093,Bodo,0,BRX_F
train_gujaratifemale_01657,Gujarati,1,train_gujaratifemale
NEP_F_FEAR_00089,Nepali,1,NEP_F
MAR_F_HAPPY_00315,Marathi,1,MAR_F
BEN_M_INDIC_00068,Bengali,1,BEN_M
te_f_politics_03435,Telugu,1,te_f
en_m_EN_O_2129,English,0,en_m
BEN_M_NEWS_00513,Bengali,0,BEN_M
KAN_M_BOOK_01119,Kannada,0,KAN_M
SAN_M_DISGUST_00305,Sanskrit,1,SAN_M
en_m_E_P_3,English,0,en_m
ASM_F_NEWS_00709,Assamese,0,ASM_F
NEP_F_BOOK_00366,Nepali,0,NEP_F
BRX_F_FEAR_00079,Bodo,1,BRX_F
NEP_F_WIKI_00766,Nepali,1,NEP_F
MAR_F_BB_00130,Marathi,1,MAR_F
ASM_F_ANGER_00117,Assamese,1,ASM_F
SAN_M_ANGER_00420,Sanskrit,1,SAN_M
BRX_F_BOOK_01308,Bodo,0,BRX_F
SAN_M_BOOK_00188,Sanskrit,0,SAN_M
BEN_M_ANGER_00096,Bengali,0,BEN_M
text1080,Odia,1,text1080
NEP_F_FEAR_00474,Nepali,0,NEP_F
SAN_M_FEAR_00116,Sanskrit,1,SAN_M
BEN_M_DISGUST_00469,Bengali,1,BEN_M
NEP_F_SAD_00153,Nepali,1,NEP_F
NEP_F_BOOK_00699,Nepali,0,NEP_F
DOI_M_DISGUST_00172,Dogri,1,DOI_M
MAL_F_NAMES_00714,Malayalam,1,MAL_F
DOI_M_BB_00142,Dogri,1,DOI_M
BEN_M_WIKI_01607,Bengali,1,BEN_M
BEN_M_NEWS_00839,Bengali,1,BEN_M
BEN_M_BOOK_01327,Bengali,0,BEN_M
MAL_F_BOOK_00422,Malayalam,1,MAL_F
BEN_M_ALEXA_00146,Bengali,1,BEN_M
ASM_F_WIKI_01629,Assamese,0,ASM_F
KAN_M_WIKI_00662,Kannada,1,KAN_M
BRX_F_ANGER_00118,Bodo,0,BRX_F
text3625,Odia,1,text3625
DOI_M_FEAR_00158,Dogri,1,DOI_M
NEP_F_HAPPY_00253,Nepali,1,NEP_F
en_m_lj_LJ002-0074,English,0,en_m
MAR_F_HAPPY_00154,Marathi,0,MAR_F
SAN_M_ALEXA_00110,Sanskrit,1,SAN_M
NEP_F_NAMES_00595,Nepali,0,NEP_F
te_f_education_01599,Telugu,0,te_f
NEP_F_ALEXA_00252,Nepali,1,NEP_F
train_manipurimale_00021,Manipuri,0,train_manipurimale
text3692,Odia,1,text3692
BRX_F_BOOK_00788,Bodo,1,BRX_F
text4054,Odia,0,text4054
SAN_M_ANGER_00169,Sanskrit,0,SAN_M
SAN_M_BOOK_00954,Sanskrit,0,SAN_M
train_manipurimale_02358,Manipuri,0,train_manipurimale
text5756,Odia,0,text5756
NEP_F_BOOK_00498,Nepali,1,NEP_F
MAR_F_CONV_01543,Marathi,0,MAR_F
te_f_other_02137,Telugu,0,te_f
en_m_EN_O_1251,English,1,en_m
text0151,Odia,0,text0151
BEN_M_INDIC_00735,Bengali,0,BEN_M
ASM_F_FEAR_00457,Assamese,1,ASM_F
NEP_F_SAD_00095,Nepali,1,NEP_F
BRX_F_CONV_01526,Bodo,1,BRX_F
KAN_M_ANGER_00256,Kannada,0,KAN_M
text3121,Odia,0,text3121
en_m_libri_6925-80680-0053,English,1,en_m
ASM_F_INDIC_00234,Assamese,0,ASM_F
NEP_F_SAD_00184,Nepali,0,NEP_F
BRX_F_HAPPY_00059,Bodo,0,BRX_F
DOI_M_ANGER_00195,Dogri,0,DOI_M
MAL_F_INDIC_00371,Malayalam,1,MAL_F
DOI_M_DISGUST_00114,Dogri,1,DOI_M
train_manipurimale_03947,Manipuri,0,train_manipurimale
DOI_M_CONV_01280,Dogri,0,DOI_M
DOI_M_FEAR_00341,Dogri,1,DOI_M
KAN_M_SAD_00201,Kannada,0,KAN_M
BEN_M_INDIC_00082,Bengali,1,BEN_M
KAN_M_DISGUST_00300,Kannada,1,KAN_M
te_f_books_socialscience_03367,Telugu,0,te_f
text2961,Odia,1,text2961
NEP_F_FEAR_00095,Nepali,0,NEP_F
train_gujaratifemale_01566,Gujarati,1,train_gujaratifemale
DOI_M_CONV_01784,Dogri,0,DOI_M
DOI_M_FEAR_00211,Dogri,0,DOI_M
SAN_M_FEAR_00228,Sanskrit,0,SAN_M
BEN_M_SURPRISE_00548,Bengali,0,BEN_M
SAN_M_ALEXA_00156,Sanskrit,0,SAN_M
train_gujaratifemale_02141,Gujarati,0,train_gujaratifemale
SAN_M_CONV_00992,Sanskrit,0,SAN_M
DOI_M_DISGUST_00140,Dogri,1,DOI_M
ASM_F_HAPPY_00217,Assamese,1,ASM_F
ASM_F_NAMES_02156,Assamese,1,ASM_F
SAN_M_DISGUST_00315,Sanskrit,0,SAN_M
MAR_F_INDIC_00292,Marathi,0,MAR_F
en_m_EN_E_1262,English,1,en_m
MAL_F_INDIC_00539,Malayalam,1,MAL_F
te_f_health_00064,Telugu,0,te_f
BEN_M_DIGI_00178,Bengali,0,BEN_M
DOI_M_BOOK_00700,Dogri,0,DOI_M
en_m_EN_O_909,English,0,en_m
train_manipurimale_04159,Manipuri,1,train_manipurimale
text2258,Odia,0,text2258
SAN_M_DISGUST_00059,Sanskrit,0,SAN_M
NEP_F_NEWS_00197,Nepali,0,NEP_F
ASM_F_ANGER_00381,Assamese,0,ASM_F
SAN_M_FEAR_00124,Sanskrit,0,SAN_M
text5049,Odia,0,text5049
en_m_EN_P_3537,English,1,en_m
ASM_F_ANGER_00170,Assamese,1,ASM_F
DOI_M_DISGUST_00046,Dogri,1,DOI_M
te_f_other_02470,Telugu,0,te_f
BRX_F_BB_00138,Bodo,1,BRX_F
te_f_general_00854,Telugu,1,te_f
MAL_F_NAMES_00358,Malayalam,1,MAL_F
DOI_M_BOOK_00318,Dogri,0,DOI_M
MAR_F_WIKI_01372,Marathi,1,MAR_F
text2761,Odia,0,text2761
BRX_F_ANGER_00120,Bodo,0,BRX_F
NEP_F_BOOK_00377,Nepali,1,NEP_F
ASM_F_CONV_01610,Assamese,0,ASM_F
train_manipurimale_01517,Manipuri,0,train_manipurimale
DOI_M_FEAR_00143,Dogri,1,DOI_M
text2543,Odia,0,text2543
SAN_M_ANGER_00147,Sanskrit,1,SAN_M
text2754,Odia,1,text2754
text5199,Odia,0,text5199
SAN_M_HAPPY_00033,Sanskrit,1,SAN_M
en_m_lj_LJ024-0124,English,1,en_m
MAL_F_NAMES_02769,Malayalam,1,MAL_F
BRX_F_HAPPY_00239,Bodo,0,BRX_F
te_f_books_socialscience_01579,Telugu,0,te_f
te_f_books_socialscience_00531,Telugu,0,te_f
SAN_M_HAPPY_00342,Sanskrit,0,SAN_M
DOI_M_ANGER_00029,Dogri,0,DOI_M
en_m_EN_H_239,English,1,en_m
SAN_M_FEAR_00245,Sanskrit,0,SAN_M
SAN_M_FEAR_00019,Sanskrit,1,SAN_M
BEN_M_BOOK_00693,Bengali,1,BEN_M
KAN_M_BOOK_00338,Kannada,1,KAN_M
train_manipurimale_05593,Manipuri,1,train_manipurimale
ASM_F_SURPRISE_00137,Assamese,1,ASM_F
train_manipurimale_06294,Manipuri,1,train_manipurimale
NEP_F_WIKI_02411,Nepali,0,NEP_F
NEP_F_WIKI_00580,Nepali,1,NEP_F
MAL_F_NEWS_01186,Malayalam,1,MAL_F
SAN_M_CONV_01806,Sanskrit,1,SAN_M
SAN_M_ALEXA_00014,Sanskrit,1,SAN_M
text4257,Odia,1,text4257
BRX_F_HAPPY_00361,Bodo,1,BRX_F
MAL_F_BOOK_00936,Malayalam,1,MAL_F
te_f_agri_02677,Telugu,0,te_f
ASM_F_ANGER_00053,Assamese,0,ASM_F
NEP_F_HAPPY_00236,Nepali,0,NEP_F
train_manipurimale_09450,Manipuri,0,train_manipurimale
MAR_F_FEAR_00079,Marathi,1,MAR_F
KAN_M_NEWS_00763,Kannada,0,KAN_M
MAL_F_SURPRISE_00436,Malayalam,1,MAL_F
SAN_M_HAPPY_00134,Sanskrit,0,SAN_M
te_f_weather_02199,Telugu,0,te_f
train_manipurimale_04191,Manipuri,0,train_manipurimale
KAN_M_INDIC_00237,Kannada,0,KAN_M
te_f_books_socialscience_00802,Telugu,0,te_f
NEP_F_NEWS_00552,Nepali,0,NEP_F
text3634,Odia,0,text3634
KAN_M_NAMES_00564,Kannada,1,KAN_M
train_gujaratifemale_02366,Gujarati,0,train_gujaratifemale
DOI_M_FEAR_00212,Dogri,0,DOI_M
train_manipurimale_02138,Manipuri,1,train_manipurimale
NEP_F_BOOK_00274,Nepali,0,NEP_F
BRX_F_ALEXA_00115,Bodo,0,BRX_F
NEP_F_HAPPY_00148,Nepali,1,NEP_F
NEP_F_FEAR_00012,Nepali,0,NEP_F
KAN_M_WIKI_00370,Kannada,0,KAN_M
ASM_F_BOOK_00565,Assamese,1,ASM_F
en_m_EN_A_2752,English,1,en_m
KAN_M_FEAR_00434,Kannada,0,KAN_M
ASM_F_WIKI_00392,Assamese,1,ASM_F
NEP_F_BOOK_00924,Nepali,1,NEP_F
text0508,Odia,1,text0508
BRX_F_INDIC_00580,Bodo,0,BRX_F
MAL_F_NEWS_00594,Malayalam,0,MAL_F
MAR_F_BOOK_00634,Marathi,0,MAR_F
text5714,Odia,1,text5714
